,index,text,istwitterpoem
8680,3680,But oh! what a sight,0
8681,3681,Ne'er from their close and narrow circle flinch.,0
8682,3682,To spend an hour in friendly talk;,0
8683,3683,"Oft-times the butcher binds a goat,",0
8684,3684,"To him in torment where the tempest screamed,",0
8685,3685,Pass from the Lion to the fervid earth. (20),0
8686,3686,"Lay prostrate in unseemly guise,",0
8687,3687,"My hair I dishevel,",0
8688,3688,"For that mountain's home, which pierced through",0
8689,3689,"Whilst Herod did usurp his royal throne,",0
8690,3690,"When battle's bolt is hurled,",0
8691,3691,For the rank meadows of this sun-worn mould.,0
8692,3692,Here do I smile between the warring hosts,0
8693,3693,"And Customers, such fools like me",0
8694,3694,"Where did he sleep? On a plump white wool-pack,",0
8695,3695,Haughty mourner! triumph not to-night!,0
8696,3696,Her cheeks are as the fading stain,0
8697,3697,"""With Earth's first Clay they did the Last man knead.""",0
8698,3698,Pierces the keen seraphic flame,0
8699,3699,"Though the feild's eyes too Weepers be,",0
8700,3700,"Many I fear from business stray,",0
8701,3701,"""Brother,"" said he, ""more laughing are the leaves",0
8702,3702,"O briar-scents, on yon wet wing",0
8703,3703,"She started up in sweet surprise,",0
8704,3704,"The ferste of hem, so as I rede,",0
8705,3705,"A little aboon her bree,",0
8706,3706,For the fair Circassian.,0
8707,3707,"Not in his shape celestial, but as man",0
8708,3708,"Fair rebel to thyself and Time,",0
8709,3709,And tidy up the hall;,0
8710,3710,Mock the grave phrenzy of the chomic fool.,0
8711,3711,Endeavours again her peace to restore;,0
8712,3712,And all went merry as a marriage bell;,0
8713,3713,"But W. B. was the boy for me--he of the dim, wan clothes;",0
8714,3714,Full forty days he passed--whether on hill,0
8715,3715,For all Thy perfect processes of life;,0
8716,3716,"For by this black-fac'd night, desire's foul nurse,",0
8717,3717,And a river flows on through the vale of Cheapside.,0
8718,3718,"Threatening her flesh and silver plumes to tear,",0
8719,3719,"A welcome guest, and, what you wish, a friend.""",0
8720,3720,"Seven and yet one, like shadows in a dream.--",0
8721,3721,Scott's The Talisman.,0
8722,3722,"MDCCCXCVI, by Francis Sherman, are privately",0
8723,3723,No words were spoken of rebuke or scorn:,0
8724,3724,And O! sae nicely's we will fare;,0
8725,3725,"Names for the high and low,",0
8726,3726,“Now meet the queen for whose dear sake,0
8727,3727,"I knew what the wee bird was saying,",0
8728,3728,I waited bliss--and cherished rest.,0
8729,3729,"Deep-flowing Rutuba, Vulturnus swift,",0
8730,3730,Lyst that whyle I labour this cursyd gyse to stynt,0
8731,3731,"Thou bidd'st rejoice; they dare not mourn,",0
8732,3732,"""Of their scorn, and neglect, may complain in your pride,",0
8733,3733,"The eternal voice of God is passing by,",0
8734,3734,The bowels of poor Florence.  No increase,0
8735,3735,"Lightly addressed him, and yielded the paddle and place to sit;",0
8736,3736,From her own loved island of sorrow.,0
8737,3737,"Thus gentle Lamia judg'd, and judg'd aright,",0
8738,3738,Of widow'd childless age;,0
8739,3739,"My angry, king remembering soul one jot;",0
8740,3740,Though we prized each other all else above.,0
8741,3741,"Plump and young, not old, fat and big,",0
8742,3742,"And say I come,",0
8743,3743,That right eye which saw my heart blood sprinkled!,0
8744,3744,Where sound and silence mingled in one song,0
8745,3745,Within this thousand year:,0
8746,3746,"GAMBOL, _like a tumbler, with a hoop and bells; his torch-bearer",0
8747,3747,"Mountains, fields, and heavens wide!",0
8748,3748,"The face upturned to heaven, open eyes",0
8749,3749,In after years shall he remember how,0
8750,3750,The grief that started from my lids for him:,0
8751,3751,For though thou gladly wouldst fulfil,0
8752,3752,"At Whose behest the hours successive move,",0
8753,3753,"I've crammed you at my table, and I've drowned you in my wine,",0
8754,3754,Slowly the dawn light faded from her face,0
8755,3755,"A stormy sea before her,--",0
8756,3756,"Thut sieden sir und braten,",0
8757,3757,"Of Earth before scarce pleasant seemed.  Each tree,",0
8758,3758,For after him shall come of fouler deed,0
8759,3759,"Where creepers climb and sweat and climb,",0
8760,3760,"If he would be a Bishop, or a Judge.",0
8761,3761,"Doth for himself, so now is done for us.",0
8762,3762,"Hoary and tall, which pointed me to go",0
8763,3763,"A Cockney Chiel who found him thus,",0
8764,3764,"But they twain arose together, and with both her palms outspread,",0
8765,3765,"But straight repaired unto the upper light,",0
8766,3766,That floated side by side.,0
8767,3767,"What he hath late resolv'd, and with new thoughts",0
8768,3768,when Cyniras (father of feareful lust),0
8769,3769,Across the glittering pastures,0
8770,3770,"""O thou five foot five",0
8771,3771,(Same as I didn't lie down and give up all,0
8772,3772,"And mortgages, and great relations,",0
8773,3773,Stare stone-blank on blank air; her frozen heart,0
8774,3774,Who still are true?,0
8775,3775,Of which her Garlands shee composes--,0
8776,3776,"Behind him came the Prince, who smiled and bowed.",0
8777,3777,"""Oh, no; no, no,"" said Elder Slow,",0
8778,3778, This speech in the original has been much admired by foreign,0
8779,3779,Aux vitres penchaient leur feuillée,0
8780,3780,Let the yellow-haired Giaours,0
8781,3781,"Dart here and there, yet fear to strike",0
8782,3782,"No fine lady's pleading eyes,",0
8783,3783,At my command shalt come.  I'll noise abroad,0
8784,3784,And bid the weltering waves their oozy channel keep.,0
8785,3785,With phantom heralds challenging renown,0
8786,3786,Me now--if her dreams had shown,0
8787,3787,"""Stranger, who loathest life, there lies Masar.",0
8788,3788,Thinking your passions understood,0
8789,3789,"To stele awey by nighte, and it bifalle",0
8790,3790,"--Keel so much as grate the ground,",0
8791,3791,And where Richard Coor de Lion trimmed,0
8792,3792,"In thy life's blossom, a resistless spell",0
8793,3793,And it was as if,0
8794,3794,To the cool shadow of the pure-white home,0
8795,3795,Warned Gawayne that the time was come to go,0
8796,3796,I am far from none: I am near to none.,0
8797,3797,The loue-slain wittnesses of this life of thee.,0
8798,3798,And woman's prospect of the yoke repelled.,0
8799,3799,"depths of fiery flame, down to the bottomless abyss, insatiate",0
8800,3800,Imprinted well with the internal stamp;,0
8801,3801,The pity of the men who paid the price.,0
8802,3802,"The ploughboy, ere he led his cattle home,",0
8803,3803,The lancet's power to command,0
8804,3804,But if we all clasped hands together,0
8805,3805,"Of the rats!""--when suddenly, up the face",0
8806,3806,The grandson of Arjuna reigned at Hastinapur until he died of a,0
8807,3807,So that the first man's cry at Eden lost,0
8808,3808,"If she got wet, they'd ask her ""Why?""--",0
8809,3809,"The hills have evening's deepest glow,",0
8810,3810,With the darkness you were born in.,0
8811,3811,He does not let us sit down all the day.,0
8812,3812,"And saw, from line and trench, your sons",0
8813,3813,Her sighs and tears and musings holy;,0
8814,3814,Two young lads from childhood up,0
8815,3815,"Approach the ships, and bring thee tidings sure;",0
8816,3816,"Its golden courts enchant the sight,",0
8817,3817,Thy glorious course pursue!,0
8818,3818,"Yet sleep, ye powers of Europe, careless sleep,",0
8819,3819,"Shyly joking, singing, talking,",0
8820,3820,"This deed of blood, but feared the Pharian land.",0
8821,3821,"Stretches broad and clear,",0
8822,3822,"He in all parts hath sway; there rules, there holds",0
8823,3823,"He raises his marvelous voice, for me he is wailing and calling.",0
8824,3824,"Nestles where the sunbeams meet,",0
8825,3825,"But when we came to Skagway, then I saw",0
8826,3826,"The cannon of St. Angelo,",0
8827,3827,"Just beneath the altar's light,",0
8828,3828,"Incorporate then they seem, face grows to face.",0
8829,3829,"The ghost of his old broadsword,",0
8830,3830,"refines, colours--in fact, _poetizes_. His facts are no longer",0
8831,3831,"He is sad sometimes, and would weep, if he could,",0
8832,3832,"Hurls it, there sprouting, as a grain of spelt,",0
8833,3833,There in their land Penthesileia dread,0
8834,3834,"In your arms was still delight,",0
8835,3835,Fountains that frisk and sprinkle,0
8836,3836,"And that, moreover, another air above",0
8837,3837,"""Help them!"" the voices cry.  They help them.  Here,",0
8838,3838,"And ""Are you truly . . . DEAD?""",0
8839,3839,"With Kant, and as her soft hair blows,",0
8840,3840,No clog to blaze? No wit to wing?,0
8841,3841,To look up to Him and pray;,0
8842,3842,"Numpaty, numpaty, nump--",0
8843,3843,With terms that warlike and that worthy been:,0
8844,3844,When Eternity conquers Time.,0
8845,3845,Your patience further than by this short sample--,0
8846,3846,"""His lip yet sparkling with the tide",0
8847,3847,She call'd upon a soul that was with God:,0
8848,3848,They were to me the very same.,0
8849,3849,"With solemn lips of question, like the Sphinx in",0
8850,3850,"Upon the cause as I schal telle,",0
8851,3851,"The difficulties which beset him round,",0
8852,3852,"And cast aside all doubts and fears,",0
8853,3853,"For a cap and bells our lives we pay,",0
8854,3854,"But at this time, how sad, alas,",0
8855,3855,"Under the long-boat's chocks, which I've forbidden.""",0
8856,3856,"Trembling she grovelled down into the ditch,",0
8857,3857,"We piled with care, our nightly stack",0
8858,3858,The Princes hefdes of Gabie,0
8859,3859,Whereunder Love himself in ambush placed:,0
8860,3860,If rough and uncouth go from you away.,0
8861,3861,"& honeste in his ho{us}-holde & hagherlych serued,",0
8862,3862,"Yet I wept along the road,",0
8863,3863,"I turn'd me, like the chill, who always runs",0
8864,3864,"choses divines et humaines,"" &c.  Sir R. Clayton's Translation of",0
8865,3865,"Follow me, child, or else these stones will be thy bier.""",0
8866,3866,A traveller between life and death;,0
8867,3867,A Settherday's warks frae morn to neet.,0
8868,3868,"Unclean, the sacred office durst invade.",0
8869,3869,"says he has received from King James, with a promise to grant any",0
8870,3870,"Their pennons.  Barbariccia, as the rest,",0
8871,3871,The sun still rises where he rose before--,0
8872,3872,I wish you monny a happy day,0
8873,3873,The bard shall scorn pedantic laws;,0
8874,3874,Attempt each Villany to make him Great.,0
8875,3875,"Fashioned by the wind's fair daughters,",0
8876,3876,But he allowed her oft to roam;,0
8877,3877,No sound calls back the year that once is past.,0
8878,3878,"That we might try the ground again, where once",0
8879,3879,But--cruel fate!--they found them,0
8880,3880," Officials who would not, by oppression of the subjects, seek",0
8881,3881,"Burst silver white, nods an exploded husk",0
8882,3882,One only knows.  Yet if the fret,0
8883,3883,Right lucky was Lord Aladdin!,0
8884,3884,I never saw such geese as men!,0
8885,3885,"Come name me the drivers of yesterday,",0
8886,3886,"Then down in peace and innocence he lay,",0
8887,3887,"Arrow-heads of flint and jasper,",0
8888,3888,That valour will shrink,0
8889,3889,Thus to the wooded heights of Ida she,0
8890,3890,On the hooks the broiling-vessels,0
8891,3891,"Like twilight's, too, her dusky hair;",0
8892,3892,"As when a shipwright, with Palladian art,",0
8893,3893,Of Peleus' dauntless son alone except.,0
8894,3894,Urging me to clamber,0
8895,3895,Pel op on nēs' us--the peninsula of lower Greece.,0
8896,3896,Of Thunder heard remote. Towards him they bend,0
8897,3897,Whatever should I do?,0
8898,3898,"Friends of my heart! who shared that purest joy,",0
8899,3899,Thus wailed she for her dear;,0
8900,3900,The Syn to the woweir.,0
8901,3901,"And sweet, with hair as silver-pale",0
8902,3902,"CVRSV uolucri pendens, cum nouacula,",0
8903,3903,Behov'd him then a forehead terror-proof.,0
8904,3904,As Numa once elicited,0
8905,3905,De las eras?,0
8906,3906,"Ha, ha, the viewin' o't!",0
8907,3907,"Hope of the flock, ah me! on the naked flint she hath left them.",0
8908,3908,"Four mastiffs in adjoining kennels lay,",0
8909,3909,"Was broght, and whan that sche him sih,",0
8910,3910,"High o’er the chief they clash’d their arms in air,",0
8911,3911,How rich a lot is thine!,0
8912,3912,hastened back to my ship and ordered my men to go on board at,0
8913,3913,The kingly bird that beares Ioves thunder-clap,0
8914,3914,Bewail itself ... fall still.,0
8915,3915,"In all its purity, would know,",0
8916,3916,There's not a bonnie bird that sings,0
8917,3917,To the hid nook where they so oft had met,0
8918,3918,"All as it was upon that very eve,",0
8919,3919,With this so curious networks to compare.,0
8920,3920,"And upward she sprung, with her mountains and rivers!",0
8921,3921,"After where ES, and next where U was graved.",0
8922,3922,"It must be strong, though rude and rough;",0
8923,3923,O' sad--I wonder why;,0
8924,3924,"Adust for blood, compass an antler'd stag",0
8925,3925,When she woke,0
8926,3926,Shiver and die.,0
8927,3927,"For brooks that I had crossed,",0
8928,3928,And a cloud on the water green.,0
8929,3929,Their udders' fullness on their own sweet young.,0
8930,3930,With English... and everything... there is so little time.,0
8931,3931,To guard my now important life,0
8932,3932,When seated by my side my hand he presses;,0
8933,3933,"Syne we'll sit down an' tak our whitter,",0
8934,3934,"Who, rather than wed Marmion,",0
8935,3935,"And closed in death that speaking eye,",0
8936,3936,"Or labour hard the panegyric close,",0
8937,3937,"Go sailing uppe the market-place.""",0
8938,3938,"This clatterin' Sunday, you waked up",0
8939,3939,"And with good health withal,",0
8940,3940,While thy pomp did blear me;,0
8941,3941,"But there's wisdom in women, of more than they have known,",0
8942,3942,"In memory of this Day, dear friends,",0
8943,3943,And to his weeping mother / thus gently spake his thought:,0
8944,3944,And the pale youth his heavy lids uncloses,0
8945,3945,Swells everywhere the buds of generous thought?,0
8946,3946,"Of the Head-Cook's pottage, all he's rich in,",0
8947,3947,"Reveilles before the sun was up!""",0
8948,3948,"Ere the fresh tide of life has wasted low,",0
8949,3949,He sprang,0
8950,3950,Baltaȝar i{n} a brayd bede v{us} þ{er}-of.,0
8951,3951,"On our meat, and on us all.",0
8952,3952,First vow'd (and never had she vow'd in vain),0
8953,3953,"""Das Schwert ist nicht zu schwer noch leicht,",0
8954,3954,Ne'er lack'd me of what most I coveted;,0
8955,3955,Nor is he now unknown to Fame.,0
8956,3956,"Though lonely, a deserted Tower;",0
8957,3957,"Others, their blue eyes with tears o'erflowing,",0
8958,3958,And saw the dark-writ legend which it bore.,0
8959,3959,"And crazily, and wearily",0
8960,3960,The Orator's Epitaph                         Lord Brougham,0
8961,3961,That shadows the open door;,0
8962,3962,"Without more harm, and makes the well-known shore.",0
8963,3963,"A sword with gilt trappings rose up in the scale,",0
8964,3964,Or think thee Lord alone of man,0
8965,3965,"I wear the crown, the symbol of my reign.",0
8966,3966,"And healing sympathy, that steals away",0
8967,3967,"""So in Norse there was a grain *_beggw-_ (becoming _bygg_) and a",0
8968,3968,Tell Law it is contention:,0
8969,3969,The open rosy flowers,0
8970,3970,"For he Constance hath in his hond,",0
8971,3971,He jumped the Leargaidh Knowe.,0
8972,3972,That he must fele dethis dolorouse rygoure.,0
8973,3973,"And joy 's a-comin' fast, John--",0
8974,3974,Which is colder and stiller than sunlight elsewhere.,0
8975,3975,"""Pardon me, sir; but I understand",0
8976,3976,"Bridle Hiisi's mighty courser,",0
8977,3977,The fient a tail she had to shake!,0
8978,3978,were it desirable.,0
8979,3979,I am he they call Old Care.,0
8980,3980,And more and more smiled Isobel,0
8981,3981,Then there were sad times in that sweet little nook under the oak,0
8982,3982,"So I'll not pull her tail, nor drive her away,",0
8983,3983,A brath o hiraeth i'm bron:,0
8984,3984,"Had been ""the last"" we ever met?",0
8985,3985,Street lamps float in pools of mist--,0
8986,3986,Where Nature moulds the dew of light,0
8987,3987,"Man's clouded sun shall brightly rise,",0
8988,3988,"All beautiful as we were married, father.",0
8989,3989,Is not yon lingering orange after-glow,0
8990,3990,"Or told of ""Our Father,"" and taught us to pray,",0
8991,3991,Where sacred Time with pilgrim feet,0
8992,3992,In the vain attempt to raise the fortress,0
8993,3993,"All ages have been taught the matter,--",0
8994,3994,"And call Him by imposing names,",0
8995,3995,"And I've lost Britain, and I've lost Gaul,",0
8996,3996,"Broke the bow in many pieces,",0
8997,3997,"Ward was delighted, charm'd, and gratified,",0
8998,3998,"In Venus lap, unarmed then and naked,",0
8999,3999,And a tiny minnow in the brook,0
9000,4000,"Respect thy love, if thou would be beloved.",0
9001,4001,nunc tamen interea haec prisco quae more parentum,0
9002,4002,"How may mortals be contented,",0
9003,4003,"Superlative, dead crook.",0
9004,4004,Thou shalt not lack the toiler's pay.,0
9005,4005,Hill to hill and turret to turret,0
9006,4006,"This mighty stream, my country's pride,",0
9007,4007,When he brought the beautiful pomegranate,0
9008,4008,"Ish known of anciend dime,",0
9009,4009,"But, at present, adieu!-I must hurry away",0
9010,4010,"""Why press tow'rd the pile thus? Why scream thus, and rave?""",0
9011,4011,"Clatter, clatter, down the street,",0
9012,4012,called home.,0
9013,4013,"To speed the timid grass; and lie,",0
9014,4014,To my lady of Carabas.,0
9015,4015,That which I saw; but what I saw was veiled,0
9016,4016,Leaving ease and sleep at home:,0
9017,4017,From whom was his descent.,0
9018,4018,'Between English earth and sky:,0
9019,4019,Ten years' woe for Troy and Greece,0
9020,4020,satisfaction.  The enumeration of the bad effects of the,0
9021,4021,On those twin rocks I bade a nation rise.,0
9022,4022,"In the clefts of the hills of Habersham,",0
9023,4023,"And O, dear Lord, I pray abide with me.",0
9024,4024,"With costlier largesses than kings can throw,",0
9025,4025,There lies for me the only paradise;,0
9026,4026,"""Up!"" yelled the Bosun; ""up and clear the wreck!""",0
9027,4027,Wounding sorer than the other;,0
9028,4028,"Life made me what I was,",0
9029,4029,"I willingly accept _Cassandras_ Fate,",0
9030,4030,"Daucia, Laride Thymberque, simillima proles,",0
9031,4031,"O wind, that sings so loud a song!",0
9032,4032,The help of heaven we count the act of men:,0
9033,4033,"O, the low, lingering lights!  The large last gleam",0
9034,4034,"I may hir have right sone, doutelees.",0
9035,4035,To pardon my youthe and to bolde interprise.,0
9036,4036,"O, ye lumberjacks, remember,",0
9037,4037,Ask’d for help; and sped her courteous greeting—,0
9038,4038,"Who write of lesse then Kings: who victory,",0
9039,4039,"among the Franciscans, enforced the Rule of the Order with",0
9040,4040,"No laughing throng, no lover goes;",0
9041,4041,"And Dardanus, he hurl'd from off their car,",0
9042,4042,"That from the town breaks out with so much rage,",0
9043,4043,"Quhilk for her beauty micht be queen,",0
9044,4044,"""Five guineas fine, and the costs you owe!""",0
9045,4045,"Rapture in presence, hope in absence more,",0
9046,4046,I would not lift the veil that now obscures,0
9047,4047,The night when none can work fast Draweth near.,0
9048,4048,"So we, O Mother! at the keyless door",0
9049,4049,While from each woody bank is heard,0
9050,4050,"Full of the light,",0
9051,4051,'My memory of Heaven awakes!,0
9052,4052,My kind relations would soon have found out,0
9053,4053,And thank the flash that shows a Heaven without.,0
9054,4054,"His perfect, pure example.",0
9055,4055,"And, like Mother Cole, when her heyday was past,",0
9056,4056,Q was a Quince that hung,0
9057,4057,"Though the dead to our dead bid welcome, and we farewell.",0
9058,4058,_Hark! the numbers soft and clear_,0
9059,4059,The seamews' haunt. A bough of ilex here,0
9060,4060,Nor read the oral language of the streams.,0
9061,4061,"""Shall their men of commerce meet;",0
9062,4062,"natorum totoque uolens excedere censu,",0
9063,4063,"And drank, and blew clouds that were ""very like whales.""",0
9064,4064,They wept at the tale of disgrace:,0
9065,4065,Aimed the cudgel at my forehead.,0
9066,4066,"Already in His heart,",0
9067,4067,"And oh! if you saw him sit over a sum,",0
9068,4068,"Restore it, Charley, for 'tis not your own--",0
9069,4069,"Or of themselves are gendered, and all things",0
9070,4070,"The mastery of grief.""  Thus having spoke,",0
9071,4071,It quickens into sudden bliss,0
9072,4072,"""And round his neck entreats him, for her sake,",0
9073,4073,"He had berries 'twixt his horns, crimson-red as",0
9074,4074,"Of Britain; so she did not see the face,",0
9075,4075,Of the one bearing it done in detail--,0
9076,4076,"Sweet intruding stranger,",0
9077,4077,In silence pondered the professor.,0
9078,4078,The fervid breath of our flushed Southern May,0
9079,4079,"When, his proud strength and noble fleetness o'er,",0
9080,4080,For him that's dead!,0
9081,4081,"By thy sweet Althea's voice,",0
9082,4082,"Pleasure, and glory, the chief good of man?""",0
9083,4083,Badest me stoop and gather; and I stooped,0
9084,4084,"officiously or insidiously quicken his attention to offences,",0
9085,4085,Live and take comfort. Thou hast left behind,0
9086,4086,And laughs He not in thunderbolts the same,0
9087,4087,"But truce with kings, and truce with constitutions,",0
9088,4088,"For Nature shall be my anchorage,",0
9089,4089,"Or _Zeuxis_ limns the vespertinal Scene,",0
9090,4090,"Ah! more than breeze, than purple clouds that stray",0
9091,4091,"and your mad fight,",0
9092,4092,"With topseilcole and forth they go,",0
9093,4093,"All question'd them, but Agamemnon first.",0
9094,4094,The heavenly harbor at last!,0
9095,4095,Drenched with sun.,0
9096,4096,Opened its golden heart on her breast . . .,0
9097,4097,"Which doubled, Thrace receives thee: barbarous names",0
9098,4098,"It burn'd up all that dwelt therein,",0
9099,4099,_Canto XV._ The high banks of the stream of tears protect our,0
9100,4100,'Twas an honest race he run.,0
9101,4101,The conflagration that o'erthrew,0
9102,4102,"In her mouth, with Tom, it soon was popp'd!",0
9103,4103,Now crack the blazing temples of the gods;,0
9104,4104,And aiblins gowd and honor baith,0
9105,4105,I dared not breathe.  Had I found Eden's shore?,0
9106,4106,Is my soul to thee a dear possession?,0
9107,4107,Winds not warm with the south nor any sunshine;,0
9108,4108,"Answered, ""The names of those who love the Lord.""",0
9109,4109,"From his displeasure; in whose look serene,",0
9110,4110,Re-enter Heav'n; or else in some milde Zone,0
9111,4111,"Rising, rippling on the pebbles,",0
9112,4112,"As waves on the wine-dark sea,",0
9113,4113,"Sinuous, weary, about him and wend",0
9114,4114,Is it the racket the childern raise?--,0
9115,4115,And in their time with clusters red,0
9116,4116,And read a portion there;,0
9117,4117,And much their legs were seized with rage,0
9118,4118,And all her body was more virtuous,0
9119,4119,"Ah flees te Him wi' faith an' preear,",0
9120,4120,but doubly dear,0
9121,4121,"And she swam and sought to reach it,",0
9122,4122,"I send you this,",0
9123,4123,"Then it behoves, that this must fall, within",0
9124,4124,"As the smiles of the morn, or the stars of the night;",0
9125,4125,great deal of life.--E.P.P.,0
9126,4126,Rending your tunics.,0
9127,4127,"Faint with famine, Hiawatha",0
9128,4128,"Descending:  for each star is falling now,",0
9129,4129,"Above the sunset's sombre glare,",0
9130,4130,They saw in GOODWORTH what did suit them well.,0
9131,4131,"'T was rather her experience made her sage,",0
9132,4132,"Wherefore, from Magic I seek assistance,",0
9133,4133,"Arabian gold enchased the crystal roof,",0
9134,4134,In through the rush-strewn hallway you led us to the feast;,0
9135,4135,"Out of their beings sweep, seek out, embrace,",0
9136,4136,A note or two at best.,0
9137,4137,"It feels as if 't were taking root.""",0
9138,4138,"esteemed most worthy of reverence; and with good reason, since of",0
9139,4139,"They are all gone away,",0
9140,4140,"On which she treads,",0
9141,4141,"He bent his Bow, his Arrow plac't, and to the mark it sent!",0
9142,4142,"Would all the deities of Greece combine,",0
9143,4143,"The spirit leaps alight,",0
9144,4144,"Wiped his bright eyes, his grief subdued,",0
9145,4145,Fresh with dewy pain alway;,0
9146,4146,"And, for his spear a horseman to be dreaded,",0
9147,4147,A smile that is just as sweet.,0
9148,4148,He painted nor cried _quiesco_,0
9149,4149,When his Original should be forthshown?,0
9150,4150,Like a dimly blending dream:,0
9151,4151,"He held his hands to me, and softly smiled",0
9152,4152,grounds it seems less probable.’...,0
9153,4153,"I thus to him replied: ""Much as I can,",0
9154,4154,Greatly I fear that noble Hector now,0
9155,4155,De soul vouldt reach Nirwana - lost,0
9156,4156,La vuestra limosna dar.,0
9157,4157,As in his arms his living love he pressed.,0
9158,4158,My shrinking eyes shall meet.,0
9159,4159,"All alone stood Hiawatha,",0
9160,4160,"Finds silver carven chalices,",0
9161,4161,Because they were written in tears.,0
9162,4162,"And the trader's tricks,",0
9163,4163,"And better, say some, for they hinna to read;",0
9164,4164,Like mammoth orange-moths that flit and flare,0
9165,4165,So Nature in a frenzied hour,0
9166,4166,Ah ... revenge!                                           _ant._,0
9167,4167,“And round our leader's neck embracing hang.,0
9168,4168,And she hath power to reach it; else desire,0
9169,4169,No master lives whom I acknowledge;,0
9170,4170,"Trust a woman's opinion for once.  Women learn,",0
9171,4171,"Let him that loses me, with other pair.""",0
9172,4172,Oh then I feel an alien in a land I'd call my own;,0
9173,4173,Wearing the aspect of a youthful Queen:,0
9174,4174,"Tydeus, who sleeps beneath the Theban soil:",0
9175,4175,Is now to take the greater pains.,0
9176,4176,"A broken harp lies on the floor,",0
9177,4177,"And when you think Heaven's joys await you,",0
9178,4178,As Caoilte when he roamed the primal hills,0
9179,4179,"Then I march’d up erect, wal I come to the grand stand,",0
9180,4180,Ere the hint to inspect them be brought by a cloud.,0
9181,4181,That angels chant around the eternal throne!--,0
9182,4182,Until the poppied warmth of sleep oppressed,0
9183,4183,"The watches of the night content,",0
9184,4184,"But thou, who knewest paths Teresa trod,",0
9185,4185,"Lit sudden ore he deem of its approach,",0
9186,4186,To be,0
9187,4187,"May boast, that can both make and uncreate.",0
9188,4188,"My sister's a widow,",0
9189,4189,"Greed glades add forest shades, farewell to you;",0
9190,4190,In grappling conflicts' play;,0
9191,4191,"Is the wind's song,",0
9192,4192,"""Gather yarbs for chills and fever,",0
9193,4193,"But these on the other side,",0
9194,4194,Upon their silver lute--,0
9195,4195,"Full wing'd had sped, when from her station down",0
9196,4196,"Or without ship, impossible is found.",0
9197,4197,By the noise betray his coming.,0
9198,4198,Took up the song--At the last audit so,0
9199,4199,"That he -- nor he alone -- but every one,",0
9200,4200,"Unmindful meantime of the scene that was nigh,",0
9201,4201,SCENE II. -- A street in Salem Village.  Enter MATHER and,0
9202,4202,Soft songs the white hands of white shadows touch.--,0
9203,4203,Ever our things of consequence,0
9204,4204,At the Shanghai rooster's call,0
9205,4205,The narrow'd deep with indignation foams.,0
9206,4206,To their poor friends whose state required concern.,0
9207,4207,"But when the tenth fair morn began to shine,",0
9208,4208,I left Don Juan with his horses baiting--,0
9209,4209,For the rats had eaten it out of the frame.,0
9210,4210,"The leap, the slap, the haul; and, shook to notes",0
9211,4211,"Who rolled his eyes about as if to strike,",0
9212,4212,"The dolphins on the deep,",0
9213,4213,"Of whom 'twas said, he scarce received",0
9214,4214,"I knew that thou would'st come, for when at first",0
9215,4215,"Perchance her coach stands half a dozen off,",0
9216,4216,Weeping in the silent midnight.,0
9217,4217,So different Arts th’ astonished Reader sees,0
9218,4218,And fighting over it perished fain.,0
9219,4219,And then to view it all would sway and swerve,0
9220,4220,"Was overmatched by Gryphon, and that day,",0
9221,4221,Than these and all beside I see,0
9222,4222,The silver fountains sing for ever.  Far,0
9223,4223,See how they run,0
9224,4224,"two fair first-born sons, Cain and Abel. The books",0
9225,4225,"The flowers, red and white, a welcome smiled,",0
9226,4226,"This sun shall see our tyrant yield,",0
9227,4227,Of cats wild and tame;,0
9228,4228,Min herte is wonderly begon,0
9229,4229,"Was in her walk, and roamed up and down.",0
9230,4230,"Bring, then, these blessings to a strict account;",0
9231,4231,It crush'd him double underneath the weight.,0
9232,4232,"I must finish my journey alone,",0
9233,4233,"But thou, rich Urn, obey my strict commands,",0
9234,4234,And deep in gore his steps receding go.,0
9235,4235,"Our heads, our hearts, our passions, and our powers,",0
9236,4236,Searcher of Hearts!--from mine erase,0
9237,4237,To the innermost heart of their own land they are known,0
9238,4238,Of the Baresarkers--how,0
9239,4239,I promised he should find in me,0
9240,4240,"Wingless, we move so lowly;",0
9241,4241,"Lowland lads may dress mair fine,",0
9242,4242,"Is like a brilliant trumpet, and his voice",0
9243,4243,And perch you where you list,0
9244,4244,Burning fall the tears of love.,0
9245,4245,"And whither hence shall we be gone?""",0
9246,4246,Whether he be of the wealthy--whether of the poor he be;,0
9247,4247,"Man may mysse þe myrþe, þat much is to prayse,",0
9248,4248,thereafter let him woo some other fair-robed Achaean woman,0
9249,4249,"Yet spring's awakening breath will woo the earth,",0
9250,4250,have observed that this is Tarr's faulty weapon. Tarr's,0
9251,4251,"Ell-broad on ev'ry side, then pour'd around",0
9252,4252,When the morn grew frosty and clear.,0
9253,4253,Whose weal and woe were thine;,0
9254,4254,And casting up her eyes to heaven,0
9255,4255,"Plucked off the bridle of respect and shame,",0
9256,4256,"Which, merciless in length, the midmost sister drew.",0
9257,4257,"And his flight from Hiawatha,",0
9258,4258,"Is strong my feeble life to keep,",0
9259,4259,"Throu'ther (through other), pell-mell.",0
9260,4260,So day after day,0
9261,4261,And all in vain the heart would seek relief.,0
9262,4262,"Our image meets us wheresoe'er we go,--",0
9263,4263,Nor utter'd more; and after him there came,0
9264,4264,Through the black canopy blotting the skies;,0
